,CUSTOMER_ID,weighted_average,back_probability,percentage
7007,1716221,1.0,good,66.66666666666666
7001,1715637,1.0,good,66.66666666666666
6934,1709780,1.0,good,66.66666666666666
6929,1709384,1.0,good,66.66666666666666
7049,1719819,1.0,good,66.66666666666666
6803,1695847,1.0,good,66.66666666666666
6842,1700237,1.0,good,66.66666666666666
6839,1699883,1.0,good,66.66666666666666
6831,1698350,1.0,good,66.66666666666666
6829,1698213,1.0,good,66.66666666666666
6825,1697612,1.0,good,66.66666666666666
6821,1697186,1.0,good,66.66666666666666
6817,1696875,1.0,good,66.66666666666666
6814,1696509,1.0,good,66.66666666666666
6812,1696448,1.0,good,66.66666666666666
6806,1696059,1.0,good,66.66666666666666
6801,1695656,1.0,good,66.66666666666666
6928,1709308,1.0,good,66.66666666666666
6799,1695496,1.0,good,66.66666666666666
6798,1695410,1.0,good,66.66666666666666
6796,1695267,1.0,good,66.66666666666666
6791,1694611,1.0,good,66.66666666666666
6788,1694253,1.0,good,66.66666666666666
6786,1694215,1.0,good,66.66666666666666
6785,1694109,1.0,good,66.66666666666666
6782,1693928,1.0,good,66.66666666666666
6781,1693836,1.0,good,66.66666666666666
5597,1588255,1.0,good,66.66666666666666
6843,1700411,1.0,good,66.66666666666666
6848,1701074,1.0,good,66.66666666666666
6851,1701234,1.0,good,66.66666666666666
6856,1701586,1.0,good,66.66666666666666
6920,1708431,1.0,good,66.66666666666666
6919,1708325,1.0,good,66.66666666666666
6910,1707243,1.0,good,66.66666666666666
6907,1706888,1.0,good,66.66666666666666
6905,1706543,1.0,good,66.66666666666666
6901,1706000,1.0,good,66.66666666666666
6900,1705973,1.0,good,66.66666666666666
6898,1705720,1.0,good,66.66666666666666
6897,1705713,1.0,good,66.66666666666666
6896,1705317,1.0,good,66.66666666666666
6895,1705287,1.0,good,66.66666666666666
6894,1705188,1.0,good,66.66666666666666
6885,1704389,1.0,good,66.66666666666666
6877,1703801,1.0,good,66.66666666666666
6870,1702842,1.0,good,66.66666666666666
6868,1702651,1.0,good,66.66666666666666
6866,1702613,1.0,good,66.66666666666666
6865,1702392,1.0,good,66.66666666666666
6864,1702347,1.0,good,66.66666666666666
6863,1702293,1.0,good,66.66666666666666
6858,1701760,1.0,good,66.66666666666666
7048,1719666,1.0,good,66.66666666666666
7051,1719888,1.0,good,66.66666666666666
7348,1742886,1.0,good,66.66666666666666
7241,1734942,1.0,good,66.66666666666666
7272,1737257,1.0,good,66.66666666666666
7271,1737134,1.0,good,66.66666666666666
7269,1736892,1.0,good,66.66666666666666
7267,1736816,1.0,good,66.66666666666666
7266,1736700,1.0,good,66.66666666666666
7265,1736670,1.0,good,66.66666666666666
7259,1736137,1.0,good,66.66666666666666
7255,1736014,1.0,good,66.66666666666666
7250,1735666,1.0,good,66.66666666666666
7246,1735383,1.0,good,66.66666666666666
7231,1733884,1.0,good,66.66666666666666
7207,1731682,1.0,good,66.66666666666666
7230,1733716,1.0,good,66.66666666666666
7228,1733617,1.0,good,66.66666666666666
7223,1733242,1.0,good,66.66666666666666
7220,1733136,1.0,good,66.66666666666666
7218,1733044,1.0,good,66.66666666666666
7217,1733037,1.0,good,66.66666666666666
7215,1732825,1.0,good,66.66666666666666
7212,1732320,1.0,good,66.66666666666666
7210,1731934,1.0,good,66.66666666666666
7209,1731828,1.0,good,66.66666666666666
7277,1737950,1.0,good,66.66666666666666
7278,1737981,1.0,good,66.66666666666666
7282,1738391,1.0,good,66.66666666666666
7285,1738711,1.0,good,66.66666666666666
7345,1742725,1.0,good,66.66666666666666
7342,1742589,1.0,good,66.66666666666666
7339,1742435,1.0,good,66.66666666666666
7336,1742312,1.0,good,66.66666666666666
7332,1742015,1.0,good,66.66666666666666
7328,1741711,1.0,good,66.66666666666666
7326,1741599,1.0,good,66.66666666666666
7320,1741223,1.0,good,66.66666666666666
7315,1741001,1.0,good,66.66666666666666
7307,1740349,1.0,good,66.66666666666666
7306,1740233,1.0,good,66.66666666666666
7303,1739930,1.0,good,66.66666666666666
7302,1739800,1.0,good,66.66666666666666
7301,1739626,1.0,good,66.66666666666666
7300,1739510,1.0,good,66.66666666666666
7298,1739404,1.0,good,66.66666666666666
7295,1739329,1.0,good,66.66666666666666
7294,1739312,1.0,good,66.66666666666666
7291,1739152,1.0,good,66.66666666666666
7290,1739145,1.0,good,66.66666666666666
7286,1738759,1.0,good,66.66666666666666
7208,1731781,1.0,good,66.66666666666666
7204,1731514,1.0,good,66.66666666666666
7052,1719949,1.0,good,66.66666666666666
7097,1723380,1.0,good,66.66666666666666
7120,1724950,1.0,good,66.66666666666666
7118,1724820,1.0,good,66.66666666666666
7115,1724554,1.0,good,66.66666666666666
7114,1724547,1.0,good,66.66666666666666
7112,1724462,1.0,good,66.66666666666666
7109,1724226,1.0,good,66.66666666666666
7108,1724196,1.0,good,66.66666666666666
7107,1724066,1.0,good,66.66666666666666
7105,1724011,1.0,good,66.66666666666666
7101,1723731,1.0,good,66.66666666666666
7093,1723007,1.0,good,66.66666666666666
7203,1731316,1.0,good,66.66666666666666
7091,1722956,1.0,good,66.66666666666666
7090,1722871,1.0,good,66.66666666666666
7086,1722628,1.0,good,66.66666666666666
7083,1722499,1.0,good,66.66666666666666
7080,1722239,1.0,good,66.66666666666666
7079,1722161,1.0,good,66.66666666666666
7075,1721799,1.0,good,66.66666666666666
7072,1721645,1.0,good,66.66666666666666
7071,1721553,1.0,good,66.66666666666666
7065,1721324,1.0,good,66.66666666666666
7126,1725186,1.0,good,66.66666666666666
7131,1725674,1.0,good,66.66666666666666
7137,1726077,1.0,good,66.66666666666666
7140,1726404,1.0,good,66.66666666666666
7202,1731248,1.0,good,66.66666666666666
7201,1731118,1.0,good,66.66666666666666
7200,1731057,1.0,good,66.66666666666666
7199,1730913,1.0,good,66.66666666666666
7194,1730623,1.0,good,66.66666666666666
7193,1730616,1.0,good,66.66666666666666
7190,1729924,1.0,good,66.66666666666666
7188,1729566,1.0,good,66.66666666666666
7183,1729245,1.0,good,66.66666666666666
7181,1729191,1.0,good,66.66666666666666
7178,1728996,1.0,good,66.66666666666666
7176,1728910,1.0,good,66.66666666666666
7172,1728613,1.0,good,66.66666666666666
7170,1728286,1.0,good,66.66666666666666
7166,1727982,1.0,good,66.66666666666666
7163,1727692,1.0,good,66.66666666666666
7159,1727524,1.0,good,66.66666666666666
7157,1727487,1.0,good,66.66666666666666
7151,1727135,1.0,good,66.66666666666666
7150,1727098,1.0,good,66.66666666666666
7142,1726497,1.0,good,66.66666666666666
5600,1588736,1.0,good,66.66666666666666
5593,1587982,1.0,good,66.66666666666666
7888,1798807,1.0,good,66.66666666666666
4101,1347401,1.0,good,66.66666666666666
4122,1352887,1.0,good,66.66666666666666
4120,1351743,1.0,good,66.66666666666666
4118,1351415,1.0,good,66.66666666666666
4114,1350746,1.0,good,66.66666666666666
4111,1350142,1.0,good,66.66666666666666
4110,1350098,1.0,good,66.66666666666666
4109,1349795,1.0,good,66.66666666666666
4105,1348699,1.0,good,66.66666666666666
4104,1348651,1.0,good,66.66666666666666
4102,1347548,1.0,good,66.66666666666666
4099,1347104,1.0,good,66.66666666666666
4124,1353112,1.0,good,66.66666666666666
4094,1346091,1.0,good,66.66666666666666
4092,1345667,1.0,good,66.66666666666666
4089,1345100,1.0,good,66.66666666666666
4088,1344233,1.0,good,66.66666666666666
4084,1343373,1.0,good,66.66666666666666
4083,1343243,1.0,good,66.66666666666666
4082,1343137,1.0,good,66.66666666666666
4069,1340617,1.0,good,66.66666666666666
4067,1340471,1.0,good,66.66666666666666
4063,1339345,1.0,good,66.66666666666666
4123,1352894,1.0,good,66.66666666666666
4126,1353457,1.0,good,66.66666666666666
5592,1587906,1.0,good,66.66666666666666
4195,1368208,1.0,good,66.66666666666666
4219,1375459,1.0,good,66.66666666666666
4218,1374926,1.0,good,66.66666666666666
4216,1374162,1.0,good,66.66666666666666
4213,1373745,1.0,good,66.66666666666666
4212,1373592,1.0,good,66.66666666666666
4210,1372496,1.0,good,66.66666666666666
4208,1372335,1.0,good,66.66666666666666
4201,1369533,1.0,good,66.66666666666666
4199,1369229,1.0,good,66.66666666666666
4197,1368925,1.0,good,66.66666666666666
4190,1367034,1.0,good,66.66666666666666
4127,1353662,1.0,good,66.66666666666666
4188,1366396,1.0,good,66.66666666666666
4179,1365184,1.0,good,66.66666666666666
4165,1360745,1.0,good,66.66666666666666
4163,1360561,1.0,good,66.66666666666666
4153,1359435,1.0,good,66.66666666666666
4148,1358872,1.0,good,66.66666666666666
4146,1358667,1.0,good,66.66666666666666
4137,1356687,1.0,good,66.66666666666666
4135,1355598,1.0,good,66.66666666666666
4134,1355499,1.0,good,66.66666666666666
4059,1338041,1.0,good,66.66666666666666
4058,1337990,1.0,good,66.66666666666666
4056,1337631,1.0,good,66.66666666666666
3956,1310658,1.0,good,66.66666666666666
3980,1317343,1.0,good,66.66666666666666
3979,1317046,1.0,good,66.66666666666666
3977,1316643,1.0,good,66.66666666666666
3975,1315592,1.0,good,66.66666666666666
3966,1312928,1.0,good,66.66666666666666
3963,1312331,1.0,good,66.66666666666666
3961,1311990,1.0,good,66.66666666666666
3960,1311600,1.0,good,66.66666666666666
3959,1311365,1.0,good,66.66666666666666
3958,1311297,1.0,good,66.66666666666666
3954,1310054,1.0,good,66.66666666666666
4055,1337402,1.0,good,66.66666666666666
3953,1309973,1.0,good,66.66666666666666
3951,1309881,1.0,good,66.66666666666666
3948,1308624,1.0,good,66.66666666666666
3945,1307788,1.0,good,66.66666666666666
3938,1306026,1.0,good,66.66666666666666
3936,1305715,1.0,good,66.66666666666666
3932,1303896,1.0,good,66.66666666666666
3930,1303551,1.0,good,66.66666666666666
3927,1302868,1.0,good,66.66666666666666
3926,1302653,1.0,good,66.66666666666666
3981,1317428,1.0,good,66.66666666666666
3983,1318104,1.0,good,66.66666666666666
3985,1319064,1.0,good,66.66666666666666
3992,1320527,1.0,good,66.66666666666666
4053,1336924,1.0,good,66.66666666666666
4050,1335842,1.0,good,66.66666666666666
4048,1335668,1.0,good,66.66666666666666
4046,1334968,1.0,good,66.66666666666666
4045,1334494,1.0,good,66.66666666666666
4042,1332995,1.0,good,66.66666666666666
4036,1330793,1.0,good,66.66666666666666
4034,1330533,1.0,good,66.66666666666666
4023,1327762,1.0,good,66.66666666666666
4022,1327625,1.0,good,66.66666666666666
4020,1327335,1.0,good,66.66666666666666
4018,1327038,1.0,good,66.66666666666666
4008,1323443,1.0,good,66.66666666666666
4007,1323429,1.0,good,66.66666666666666
4006,1323054,1.0,good,66.66666666666666
4004,1322781,1.0,good,66.66666666666666
3999,1321609,1.0,good,66.66666666666666
3998,1321210,1.0,good,66.66666666666666
3996,1320961,1.0,good,66.66666666666666
3995,1320831,1.0,good,66.66666666666666
3993,1320572,1.0,good,66.66666666666666
4222,1376753,1.0,good,66.66666666666666
4223,1376975,1.0,good,66.66666666666666
4224,1377040,1.0,good,66.66666666666666
4414,1425833,1.0,good,66.66666666666666
4441,1431841,1.0,good,66.66666666666666
4439,1431292,1.0,good,66.66666666666666
4436,1430769,1.0,good,66.66666666666666
4435,1430561,1.0,good,66.66666666666666
4433,1430400,1.0,good,66.66666666666666
4429,1429473,1.0,good,66.66666666666666
4428,1429398,1.0,good,66.66666666666666
4427,1428674,1.0,good,66.66666666666666
4422,1427721,1.0,good,66.66666666666666
4417,1426489,1.0,good,66.66666666666666
4413,1425666,1.0,good,66.66666666666666
4377,1415568,1.0,good,66.66666666666666
4412,1425604,1.0,good,66.66666666666666
4405,1423297,1.0,good,66.66666666666666
4400,1422726,1.0,good,66.66666666666666
4398,1422450,1.0,good,66.66666666666666
4397,1420333,1.0,good,66.66666666666666
4396,1420265,1.0,good,66.66666666666666
4391,1419368,1.0,good,66.66666666666666
4389,1418651,1.0,good,66.66666666666666
4385,1417760,1.0,good,66.66666666666666
4381,1417418,1.0,good,66.66666666666666
4446,1432596,1.0,good,66.66666666666666
4447,1432749,1.0,good,66.66666666666666
4448,1432886,1.0,good,66.66666666666666
4452,1433142,1.0,good,66.66666666666666
4505,1442540,1.0,good,66.66666666666666
4504,1442533,1.0,good,66.66666666666666
4498,1441307,1.0,good,66.66666666666666
4496,1440799,1.0,good,66.66666666666666
4490,1439854,1.0,good,66.66666666666666
4484,1438437,1.0,good,66.66666666666666
4483,1438291,1.0,good,66.66666666666666
4481,1437898,1.0,good,66.66666666666666
4479,1437751,1.0,good,66.66666666666666
4477,1437416,1.0,good,66.66666666666666
4475,1436952,1.0,good,66.66666666666666
4470,1436044,1.0,good,66.66666666666666
4469,1435993,1.0,good,66.66666666666666
4466,1434958,1.0,good,66.66666666666666
4465,1434941,1.0,good,66.66666666666666
4460,1433951,1.0,good,66.66666666666666
4459,1433722,1.0,good,66.66666666666666
4456,1433401,1.0,good,66.66666666666666
4455,1433371,1.0,good,66.66666666666666
4454,1433333,1.0,good,66.66666666666666
4453,1433227,1.0,good,66.66666666666666
4378,1416299,1.0,good,66.66666666666666
4373,1414646,1.0,good,66.66666666666666
4226,1377835,1.0,good,66.66666666666666
4261,1387933,1.0,good,66.66666666666666
4284,1396201,1.0,good,66.66666666666666
4283,1395730,1.0,good,66.66666666666666
4277,1393927,1.0,good,66.66666666666666
4275,1393699,1.0,good,66.66666666666666
4272,1392210,1.0,good,66.66666666666666
4271,1392074,1.0,good,66.66666666666666
4269,1390933,1.0,good,66.66666666666666
4266,1389289,1.0,good,66.66666666666666
4264,1388305,1.0,good,66.66666666666666
4263,1388206,1.0,good,66.66666666666666
4255,1385922,1.0,good,66.66666666666666
4372,1414431,1.0,good,66.66666666666666
4251,1384376,1.0,good,66.66666666666666
4247,1383744,1.0,good,66.66666666666666
4246,1383423,1.0,good,66.66666666666666
4245,1383225,1.0,good,66.66666666666666
4241,1381269,1.0,good,66.66666666666666
4239,1380804,1.0,good,66.66666666666666
4235,1379914,1.0,good,66.66666666666666
4231,1378917,1.0,good,66.66666666666666
4229,1378696,1.0,good,66.66666666666666
4228,1378504,1.0,good,66.66666666666666
4287,1397161,1.0,good,66.66666666666666
4294,1398724,1.0,good,66.66666666666666
4301,1400052,1.0,good,66.66666666666666
4305,1400724,1.0,good,66.66666666666666
4368,1414004,1.0,good,66.66666666666666
4367,1413953,1.0,good,66.66666666666666
4364,1413083,1.0,good,66.66666666666666
4360,1412437,1.0,good,66.66666666666666
4357,1412222,1.0,good,66.66666666666666
4351,1409383,1.0,good,66.66666666666666
4347,1408591,1.0,good,66.66666666666666
4346,1408553,1.0,good,66.66666666666666
4343,1408256,1.0,good,66.66666666666666
4342,1408089,1.0,good,66.66666666666666
4341,1407853,1.0,good,66.66666666666666
4333,1405897,1.0,good,66.66666666666666
4330,1404791,1.0,good,66.66666666666666
4327,1404036,1.0,good,66.66666666666666
4324,1403954,1.0,good,66.66666666666666
4323,1403701,1.0,good,66.66666666666666
4322,1403596,1.0,good,66.66666666666666
4315,1401851,1.0,good,66.66666666666666
4310,1401134,1.0,good,66.66666666666666
4309,1401110,1.0,good,66.66666666666666
4306,1400748,1.0,good,66.66666666666666
3925,1302561,1.0,good,66.66666666666666
3920,1301168,1.0,good,66.66666666666666
3919,1301113,1.0,good,66.66666666666666
3499,1183955,1.0,good,66.66666666666666
3527,1189919,1.0,good,66.66666666666666
3526,1189841,1.0,good,66.66666666666666
3524,1189308,1.0,good,66.66666666666666
3523,1189117,1.0,good,66.66666666666666
3511,1186444,1.0,good,66.66666666666666
3509,1186017,1.0,good,66.66666666666666
3508,1185751,1.0,good,66.66666666666666
3506,1185638,1.0,good,66.66666666666666
3503,1185270,1.0,good,66.66666666666666
3500,1183986,1.0,good,66.66666666666666
3492,1182996,1.0,good,66.66666666666666
3460,1176049,1.0,good,66.66666666666666
3491,1182613,1.0,good,66.66666666666666
3490,1182590,1.0,good,66.66666666666666
3488,1182422,1.0,good,66.66666666666666
3487,1182330,1.0,good,66.66666666666666
3486,1182101,1.0,good,66.66666666666666
3481,1181388,1.0,good,66.66666666666666
3475,1179897,1.0,good,66.66666666666666
3468,1177770,1.0,good,66.66666666666666
3465,1177138,1.0,good,66.66666666666666
3464,1176667,1.0,good,66.66666666666666
3528,1190106,1.0,good,66.66666666666666
3529,1190564,1.0,good,66.66666666666666
3530,1190915,1.0,good,66.66666666666666
3535,1191431,1.0,good,66.66666666666666
3600,1203875,1.0,good,66.66666666666666
3595,1202748,1.0,good,66.66666666666666
3590,1202526,1.0,good,66.66666666666666
3583,1201925,1.0,good,66.66666666666666
3581,1201741,1.0,good,66.66666666666666
3577,1200454,1.0,good,66.66666666666666
3576,1200331,1.0,good,66.66666666666666
3573,1200010,1.0,good,66.66666666666666
3570,1199802,1.0,good,66.66666666666666
3568,1199727,1.0,good,66.66666666666666
3566,1199499,1.0,good,66.66666666666666
3562,1197334,1.0,good,66.66666666666666
3547,1194951,1.0,good,66.66666666666666
3546,1193824,1.0,good,66.66666666666666
3544,1193695,1.0,good,66.66666666666666
3543,1193510,1.0,good,66.66666666666666
3542,1192995,1.0,good,66.66666666666666
3541,1192988,1.0,good,66.66666666666666
3540,1192759,1.0,good,66.66666666666666
3539,1192674,1.0,good,66.66666666666666
3536,1191448,1.0,good,66.66666666666666
3462,1176155,1.0,good,66.66666666666666
3454,1175110,1.0,good,66.66666666666666
3616,1208160,1.0,good,66.66666666666666
3343,1143409,1.0,good,66.66666666666666
3377,1155860,1.0,good,66.66666666666666
3369,1153644,1.0,good,66.66666666666666
3367,1153569,1.0,good,66.66666666666666
3364,1152579,1.0,good,66.66666666666666
3361,1152302,1.0,good,66.66666666666666
3359,1151664,1.0,good,66.66666666666666
3351,1146578,1.0,good,66.66666666666666
3349,1145496,1.0,good,66.66666666666666
3346,1143850,1.0,good,66.66666666666666
3345,1143645,1.0,good,66.66666666666666
3336,1141405,1.0,good,66.66666666666666
3453,1175066,1.0,good,66.66666666666666
3330,1139839,1.0,good,66.66666666666666
3328,1139570,1.0,good,66.66666666666666
3323,1137972,1.0,good,66.66666666666666
3322,1137903,1.0,good,66.66666666666666
3321,1137514,1.0,good,66.66666666666666
3317,1136449,1.0,good,66.66666666666666
3309,1134551,1.0,good,66.66666666666666
3303,1131703,1.0,good,66.66666666666666
3296,1128055,1.0,good,66.66666666666666
3282,1122305,1.0,good,66.66666666666666
3378,1156287,1.0,good,66.66666666666666
3390,1159264,1.0,good,66.66666666666666
3393,1160079,1.0,good,66.66666666666666
3400,1161267,1.0,good,66.66666666666666
3447,1174090,1.0,good,66.66666666666666
3446,1173741,1.0,good,66.66666666666666
3445,1173178,1.0,good,66.66666666666666
3444,1173154,1.0,good,66.66666666666666
3436,1171433,1.0,good,66.66666666666666
3429,1167801,1.0,good,66.66666666666666
3428,1167566,1.0,good,66.66666666666666
3427,1167474,1.0,good,66.66666666666666
3426,1167443,1.0,good,66.66666666666666
3425,1167429,1.0,good,66.66666666666666
3422,1166859,1.0,good,66.66666666666666
3419,1166651,1.0,good,66.66666666666666
3418,1166507,1.0,good,66.66666666666666
3416,1165807,1.0,good,66.66666666666666
3413,1165142,1.0,good,66.66666666666666
3412,1165012,1.0,good,66.66666666666666
3410,1164305,1.0,good,66.66666666666666
3408,1163636,1.0,good,66.66666666666666
3404,1162080,1.0,good,66.66666666666666
